uid,age,gender,province
2585391774,1980-1989,f,西北
2959810315,1980-1989,f,华北
2150961787,1980-1989,f,华北
1048212783,1980-1989,f,华东
2997540812,1980-1989,f,西北
1733687943,1980-1989,f,华北
1401113090,1980-1989,f,西南
1425545803,1980-1989,f,华北
3218164590,1980-1989,f,华北
1764313354,1980-1989,m,西南
2751028113,1980-1989,f,华东
2053248305,1980-1989,f,华南
1918261705,1980-1989,f,西北
1742659945,1980-1989,f,华北
1881103992,1980-1989,f,华南
1095546562,1980-1989,f,华北
1653003903,1980-1989,f,华东
1445681057,1980-1989,f,华东
2401667841,1980-1989,f,华中
1134126684,1980-1989,f,东北
1150794353,1980-1989,f,华南
1820119395,1980-1989,f,华东
2630818711,1980-1989,f,华东
2475994283,1980-1989,f,华东
1802546305,1980-1989,f,华东
1219846652,1980-1989,f,华北
2357029162,1980-1989,f,西南
1869007973,1980-1989,f,华南
1903688170,1980-1989,f,华东
2824103253,1980-1989,f,华南
1762895003,1980-1989,f,华东
3203352097,1980-1989,f,华北
1692145762,1980-1989,f,西北
1804227890,1980-1989,f,华东
2405586963,1980-1989,f,东北
3122114020,1980-1989,f,华东
2714831411,1980-1989,f,华北
2273043910,1980-1989,f,华东
2377056732,1980-1989,f,华南
3029237492,1980-1989,f,西北
2985062583,1980-1989,f,西北
2798107573,1980-1989,f,华东
2058804685,1980-1989,f,西南
1769434422,1980-1989,f,西南
2782707502,1980-1989,f,西南
2233678780,1980-1989,f,华东
2784952264,1980-1989,f,华东
2945624541,1980-1989,f,华东
2257146430,1980-1989,f,华东
1750559541,1980-1989,f,华东
2992002534,1980-1989,f,西南
1751156287,1980-1989,f,华东
2456519795,1980-1989,f,西北
2459122511,1980-1989,f,西北
1864739361,1980-1989,m,华东
2636071,1980-1989,m,华东
2275269785,1980-1989,f,华东
1632992170,1980-1989,f,华北
1795865003,1980-1989,f,西南
3185870731,1980-1989,f,华东
1903174085,1980-1989,f,西北
1628274681,1980-1989,f,华东
2814139504,1980-1989,f,华北
1782364423,1980-1989,f,华东
2418466033,1980-1989,f,华东
1649255173,1980-1989,f,华东
1571367417,1980-1989,f,华北
1522474181,1980-1989,f,华南
2406447784,1980-1989,f,华北
1993842637,1980-1989,f,华东
1793275663,1980-1989,f,华北
1222885067,1980-1989,f,华东
2301279774,1980-1989,f,华南
3173356190,1980-1989,f,西南
3236457582,1980-1989,f,华东
2414219790,1980-1989,f,西南
2648362533,1980-1989,f,华北
1131296744,1980-1989,f,华东
1677071631,1980-1989,f,华北
1186575835,1980-1989,f,华北
2164601452,1980-1989,f,华东
1772586637,1980-1989,f,华东
1442327465,1980-1989,f,华东
2704356785,1980-1989,f,华东
1972864963,1980-1989,f,华东
2626699337,1980-1989,f,华东
1103173143,1980-1989,f,华北
2605575117,1980-1989,f,西南
2194704295,1980-1989,f,东北
1785958201,1980-1989,f,华东
1824895633,1980-1989,f,华东
3363301662,1980-1989,f,西南
1675984730,-1979,f,华北
1877322845,1980-1989,f,华南
1744412633,1980-1989,f,华北
1553575840,1980-1989,f,华东
3210332200,1980-1989,f,西南
2074899745,1980-1989,f,华东
2727069225,1980-1989,f,华东
2290138117,1980-1989,f,华东
1132080382,1980-1989,f,华东
1699496267,1980-1989,f,西南
2820317095,1980-1989,f,西南
1884317152,1980-1989,f,华中
2193574710,1980-1989,f,华东
2620158873,1980-1989,f,华东
1372195384,1980-1989,f,华东
2499316531,1980-1989,f,西南
3037748720,1980-1989,f,华北
1436183367,1980-1989,f,华东
1705128983,1980-1989,f,华东
2328822871,1980-1989,f,华东
1314664643,1980-1989,f,华东
1866540195,1980-1989,f,华南
2638616804,1980-1989,f,华东
1765212780,1980-1989,f,华东
2782432522,1980-1989,f,华东
2211674960,1980-1989,f,东北
2602099561,1980-1989,f,华北
2356277673,1980-1989,f,华东
2285002930,1980-1989,f,华东
2586926194,1980-1989,f,华中
2206527971,1980-1989,f,华东
3206598931,1980-1989,f,西南
1732567481,1980-1989,f,西南
1770839332,1980-1989,f,华东
1740803694,1980-1989,f,华北
2611074525,1980-1989,f,华北
1346066905,1980-1989,f,华东
1404844844,1980-1989,f,西南
2381636693,1980-1989,f,西南
1711134073,1980-1989,f,华南
1827037650,1980-1989,f,华东
1895910890,1980-1989,f,华东
1873012403,1980-1989,f,华东
1180361187,1980-1989,f,华东
2390270251,1980-1989,f,西北
1828338772,1980-1989,f,华南
2247848767,1980-1989,f,西南
3173914124,1980-1989,f,西北
1628203092,1980-1989,f,华东
2261120363,1980-1989,f,华东
1699444081,1980-1989,f,华北
1782686791,1980-1989,f,华东
2279193771,1980-1989,f,华北
2477656114,1980-1989,f,华东
1293736151,1980-1989,f,华东
1226349880,1980-1989,f,华北
2257008791,1980-1989,f,华中
3002374617,1980-1989,f,华东
1179764700,1980-1989,f,华北
3331138020,1980-1989,f,华东
1876360390,1980-1989,f,华南
1433549103,1980-1989,f,华南
1686662974,1980-1989,f,华东
2708144347,1980-1989,f,华东
1571882663,1980-1989,f,华东
2288058635,1980-1989,f,华东
2679135333,1980-1989,f,华南
1773757097,1980-1989,f,西南
1745846270,1980-1989,f,华东
1679187385,1980-1989,f,华东
1428556057,1980-1989,f,华东
2705143367,1980-1989,f,华东
1150199684,1980-1989,f,华东
1863748821,1980-1989,f,西南
1583403102,1980-1989,f,东北
1606643417,1980-1989,f,西南
1615225710,1980-1989,f,华北
2205082954,1980-1989,f,西南
2401030731,1980-1989,f,西南
2061802911,1980-1989,f,华东
1798523071,1980-1989,f,西南
2015911243,1980-1989,f,华南
1572416205,1980-1989,f,华北
1749140383,1980-1989,f,华南
1645835575,1980-1989,f,西南
1354370475,1980-1989,f,华南
2463043725,1980-1989,f,西南
1730491081,1980-1989,f,华南
1572243313,1980-1989,f,华东
1760679433,1980-1989,m,华南
2626136864,1980-1989,f,华东
1407604085,1980-1989,f,华东
2614561977,1980-1989,f,华北
1081992905,1980-1989,f,华北
2872076174,1980-1989,f,华东
2796017557,1980-1989,f,东北
2529410317,1980-1989,f,西南
2942543017,1980-1989,f,华东
3059311203,1980-1989,f,华东
1192430137,1980-1989,f,华东
1923524237,1980-1989,f,华东
1721105227,1980-1989,f,西北
2640148613,1980-1989,f,华北
1059328282,1980-1989,f,华东
1862722514,1980-1989,f,华东
1271015820,1980-1989,m,华北
2690601997,1980-1989,f,华北
1903520125,1980-1989,f,华北
2377559694,1980-1989,f,华东
2301097593,1980-1989,f,西北
2491784077,1980-1989,f,华北
1722189331,1980-1989,f,西南
1742712911,1980-1989,f,华东
2665457347,1980-1989,f,华东
3013060127,1980-1989,f,华东
2095450481,1980-1989,f,华南
2113707763,1980-1989,f,华北
2778702865,1980-1989,f,华东
2815234954,1980-1989,f,华南
1853447441,1980-1989,f,华东
1095796153,1980-1989,f,西北
1774481472,1980-1989,f,华东
1247586765,1980-1989,f,华东
2911257187,1980-1989,f,华北
1403264367,1980-1989,f,华北
1610962080,1980-1989,f,西北
2230974612,1980-1989,f,西南
2719394111,1980-1989,f,西南
1832790984,1980-1989,f,华东
1877933877,1980-1989,m,华中
1793267394,1980-1989,f,华中
1237884817,1980-1989,f,东北
2360970234,1980-1989,m,华东
2907006627,1980-1989,f,西南
2490986060,1980-1989,f,华南
2684074833,1980-1989,f,华南
1962973332,1980-1989,f,华东
2382403281,1980-1989,f,华东
1896734323,1980-1989,f,华北
1713431704,1980-1989,f,华北
1736834765,1980-1989,f,西北
2302340807,1980-1989,f,华北
2392219810,1980-1989,f,华东
1559133374,1980-1989,f,华东
1882371191,1980-1989,f,华南
2270206382,1980-1989,f,华东
2038721554,1980-1989,f,华南
1222826910,1990+,f,华南
1512466564,1980-1989,f,华南
1923595373,1980-1989,f,华中
3115383751,1980-1989,f,华中
3086919671,1980-1989,f,东北
1659985882,1980-1989,f,华东
1449282163,1980-1989,f,华北
1296376625,1980-1989,f,华东
2294105054,1980-1989,f,华南
1465512643,1980-1989,m,华北
2868360900,1980-1989,f,华东
2670203193,1980-1989,f,东北
2137862441,1980-1989,f,华东
1855272451,1980-1989,f,西北
1421941067,1980-1989,f,华北
1823988984,1980-1989,f,华东
2627503774,1980-1989,f,华东
1896892533,1980-1989,f,华南
1832695380,1980-1989,f,华北
1146143120,1980-1989,f,西北
2008176975,1980-1989,f,东北
1583400374,1980-1989,f,华东
2546877980,1980-1989,f,华中
1965399672,1980-1989,f,华东
1252559512,1980-1989,m,华北
1686750962,1980-1989,f,华南
2550576333,1980-1989,f,华北
1787118805,1980-1989,f,华北
1039584863,1980-1989,f,华南
1878580605,1980-1989,f,华南
2319008431,1980-1989,f,华东
1655756205,1980-1989,f,华北
1614003492,1980-1989,f,华南
2127663061,1980-1989,f,华北
1406980903,1980-1989,f,华东
2329691643,1980-1989,f,华东
1874259974,1980-1989,f,华北
1426226457,1980-1989,f,西北
2187425003,1980-1989,f,华东
1227917800,1980-1989,f,华北
1596789133,1980-1989,f,华北
1017500627,1980-1989,f,华北
2439850033,1980-1989,f,华北
1194956002,1980-1989,f,华北
2653791631,1980-1989,f,华东
2728879023,1980-1989,f,华北
2884478055,1980-1989,f,华南
1662463183,1980-1989,f,华北
1800899567,1980-1989,f,华东
1775135170,1980-1989,m,华中
1722066993,1980-1989,f,华东
2458430992,1980-1989,f,华东
2797247467,1980-1989,f,华南
1266913000,1980-1989,f,西南
2640036161,1980-1989,f,华东
1905684062,1980-1989,f,华东
2310334287,1980-1989,f,华北
1966207253,1980-1989,f,华东
2206361761,1980-1989,f,西南
1004952991,1980-1989,f,华北
1871710311,1980-1989,f,华东
2724423081,1980-1989,f,华南
1470566153,1980-1989,f,华北
2269046802,1980-1989,f,华东
2190978852,1980-1989,f,华东
1619729000,1980-1989,f,华东
1390484700,1980-1989,f,华东
1268688930,1980-1989,f,华北
2103208243,1980-1989,f,华北
2291288353,1980-1989,f,华东
2167424813,1980-1989,f,华北
2785608072,1980-1989,f,华东
1067900262,1980-1989,f,西南
1826793973,1980-1989,f,西南
1887764852,1980-1989,f,西南
1836669740,1980-1989,f,西南
1302459531,1980-1989,f,华东
1713915734,1980-1989,f,华东
1967550143,1980-1989,f,华北
1916203541,1980-1989,f,华东
3226702187,1980-1989,f,华北
1651456263,1980-1989,f,华中
1889568113,1980-1989,f,华中
2386946767,1980-1989,f,华中
1583095435,1980-1989,f,西北
2452231361,1980-1989,f,华东
1777945141,1980-1989,f,华东
2151176490,1980-1989,f,华东
3175039507,1980-1989,f,华东
2810383762,1980-1989,f,华南
2757798323,1980-1989,f,华东
1726618517,1980-1989,f,华东
1913052597,1980-1989,f,华东
1416443200,1980-1989,f,华中
2283802445,1980-1989,f,西南
1773785231,1980-1989,f,华东
2419170344,1980-1989,f,华东
1929988490,1980-1989,f,华南
1984942435,1980-1989,f,华东
2159642185,1980-1989,f,华南
2694174710,1980-1989,f,华东
1807512607,1980-1989,f,华东
2294945435,1980-1989,f,华南
2887476642,1980-1989,f,华东
2614203315,1980-1989,f,西北
2400925723,1980-1989,f,华北
1416782153,1980-1989,f,华南
1866116872,1980-1989,f,华东
2933678981,1980-1989,f,华北
1376388924,1980-1989,f,华南
1793330664,1980-1989,f,华东
2861216440,1980-1989,f,华东
2697749224,1980-1989,f,华东
1948043161,1980-1989,f,西南
1993840022,1980-1989,f,华东
2635073511,1980-1989,f,华南
3001994504,1980-1989,f,西南
1294249763,1980-1989,f,华北
2873632550,1980-1989,f,华南
2743279522,1980-1989,f,华南
2832247351,1980-1989,f,西北
1178837544,1980-1989,f,西南
3014553163,1980-1989,f,西北
2191393865,1980-1989,f,华东
1886902677,1980-1989,f,华南
1510214665,1980-1989,f,西南
1077416192,1980-1989,f,华东
2280618897,1980-1989,f,西南
1504414927,1980-1989,f,华东
1404846341,1980-1989,f,华东
1060933804,1980-1989,f,华东
2492951980,1980-1989,f,华中
1736646085,1980-1989,f,华南
2029970055,1980-1989,f,华北
2305025032,1980-1989,f,西北
2216702742,1980-1989,f,华北
2355079001,1980-1989,f,华东
2369865831,1980-1989,f,华北
2813504202,1980-1989,f,华南
2855803990,1980-1989,f,西北
2324795500,1980-1989,f,华东
1108339247,1980-1989,f,华东
2240448475,1980-1989,f,华南
2747927407,1980-1989,f,华北
1834880663,1980-1989,f,华北
1659896143,1980-1989,f,华北
2856550494,1980-1989,f,西南
1445687504,1980-1989,f,西南
1611260370,1980-1989,f,华北
1450983574,1980-1989,f,华东
2764306630,1980-1989,f,华东
1852724777,1980-1989,f,华东
1770543293,1980-1989,f,华东
1776050710,1980-1989,f,华北
1849119523,1980-1989,f,西南
1462429103,1980-1989,f,西南
1895743152,1980-1989,f,华东
1747434920,1980-1989,f,华东
2685920901,1980-1989,f,华东
1801696915,1980-1989,f,华北
2706680547,1980-1989,f,华东
1976187052,1980-1989,f,华东
1909484543,1980-1989,f,东北
1417966981,1980-1989,f,华东
2292600215,1980-1989,f,华东
2583909674,1980-1989,f,华北
1676479093,1980-1989,f,华东
1938480904,1980-1989,f,华北
1813528752,1980-1989,f,华中
1377769544,1980-1989,f,华中
2114041470,1980-1989,f,东北
2118576943,1980-1989,f,西南
2686472283,1980-1989,f,华东
1761269744,1980-1989,f,华东
1397822322,1980-1989,f,华东
2253935930,1980-1989,f,华中
3053296471,1980-1989,f,华东
2180233507,1980-1989,f,华东
1574885232,1980-1989,f,华北
3005471383,1980-1989,f,华东
1735195071,1980-1989,f,华南
2454397150,1980-1989,f,华北
1771466270,1980-1989,f,华东
2805169922,1980-1989,f,华东
2541334467,1980-1989,f,西南
1951642605,1980-1989,f,华南
1428652062,1980-1989,f,华北
1114766430,1980-1989,f,华东
1320483941,1980-1989,f,华北
2848326144,1980-1989,f,西南
1278534055,1980-1989,f,华北
1785384652,1980-1989,f,华南
2112859733,1980-1989,f,华北
2339848393,1980-1989,f,华中
1082311752,1980-1989,f,西南
2469953990,1980-1989,f,华东
2706689713,1980-1989,f,西南
2310425061,1980-1989,f,东北
1843634713,1980-1989,f,华东
2327118535,1980-1989,f,华东
1535072383,1980-1989,f,华北
2176533771,1980-1989,f,华东
2887481154,1980-1989,f,西南
1595594960,1980-1989,f,华东
1904072104,1980-1989,f,西南
2174600425,1980-1989,f,华东
2841697115,1980-1989,f,西南
1273817417,1980-1989,f,华东
2124627542,1980-1989,f,华东
1825840883,1980-1989,f,东北
1602712610,1980-1989,f,华东
2858709532,1980-1989,f,华北
2027300580,1980-1989,f,华北
2463286903,1980-1989,f,华南
1222072200,1980-1989,f,华北
1762178825,1980-1989,f,华北
2441431507,1980-1989,f,华北
2548427222,1980-1989,f,西南
1978598113,1980-1989,f,华北
1832727450,1980-1989,f,东北
1887529105,1980-1989,f,西南
2804925562,1980-1989,f,华东
2582387672,1980-1989,f,华东
1664282381,1980-1989,f,华北
2697050121,1980-1989,f,华东
2070776595,1980-1989,m,华北
1704744581,1980-1989,f,华北
1655593560,1980-1989,f,华东
1433793732,1980-1989,f,华北
1879130153,1980-1989,f,华东
1437282885,1980-1989,f,华东
2295443055,1980-1989,f,华南
1763565945,1980-1989,f,华东
1599449007,1980-1989,f,西南
3108171667,1980-1989,f,华北
1822269395,1980-1989,f,华东
1309459122,1980-1989,f,华东
2880560447,1980-1989,f,华东
1629158130,1980-1989,f,西南
2408353751,1980-1989,f,华东
2119673924,1980-1989,f,华北
2232799795,1980-1989,f,华南
1800488812,1980-1989,f,华东
2671991960,1980-1989,f,华南
2625501947,1980-1989,f,华东
1848841943,1980-1989,f,华东
1908136651,1980-1989,f,华南
1764408274,1980-1989,f,华南
1863279280,1980-1989,f,华东
2495080803,1980-1989,f,华中
1059153991,1980-1989,f,华南
2592522171,1980-1989,f,西南
2380171235,1980-1989,f,华北
1624501527,1980-1989,f,华北
2722045963,1980-1989,f,华北
1280693592,1980-1989,f,西北
2373255252,1980-1989,f,华中
2490312060,1980-1989,f,华南
2608802865,1980-1989,f,华北
1879778817,1980-1989,f,西南
2446567851,1980-1989,f,华东
2160830792,1980-1989,f,华东
2013072154,1980-1989,m,西南
1772227557,1980-1989,f,华北
2275451987,1980-1989,f,东北
2745303555,1980-1989,f,华东
1745632325,1980-1989,f,华东
1727727530,1980-1989,f,华北
1890240293,1980-1989,f,西北
1683262534,1980-1989,f,华东
1871061914,1980-1989,f,西北
2926478351,1980-1989,f,华东
2315071971,1980-1989,f,华东
1167081394,1980-1989,f,西南
1673025024,1980-1989,f,华北
2790437631,1980-1989,f,华东
2622026331,1980-1989,f,华东
1872343313,1980-1989,f,华东
2704711553,1980-1989,f,华东
2944811934,1980-1989,f,华北
1734318362,-1979,f,华东
1651786410,1980-1989,f,华北
1721034545,1980-1989,f,华南
1870425363,1980-1989,f,西南
1229297394,1980-1989,f,华北
2714341463,1980-1989,f,华中
1953987080,1980-1989,f,华东
2350816524,1980-1989,f,华中
1464139943,1980-1989,f,西南
1879846724,1980-1989,f,华南
1668823983,1980-1989,f,华东
3171253670,1980-1989,f,华南
1713338103,1980-1989,f,华北
2394410043,1980-1989,f,华北
2658721611,1980-1989,f,华东
2492431274,1980-1989,f,华东
2560722877,1980-1989,f,华北
2245076965,1980-1989,f,华南
2815452554,1980-1989,f,华东
1591632564,1980-1989,f,华南
1702693983,1980-1989,f,华北
2542603432,1980-1989,f,西南
1844475307,1980-1989,f,华北
1217402220,1980-1989,f,华东
2512020233,1980-1989,f,华东
1840686841,1980-1989,f,华北
1240507852,1980-1989,f,华东
1839501807,1980-1989,f,华东
1456017262,1980-1989,f,华东
2299205073,1980-1989,f,华东
1867738613,1980-1989,f,华北
1785573771,1980-1989,f,华南
2610163407,1980-1989,f,华中
1210691424,1980-1989,f,华东
2678034884,1980-1989,f,华东
2633638123,1980-1989,f,华东
1216652734,1980-1989,f,华东
1146555413,1980-1989,f,华北
2108652481,1980-1989,f,华东
1243629662,1980-1989,m,华南
1658908317,1980-1989,f,华东
1878424003,1980-1989,f,华北
2705031232,1980-1989,f,华东
2083840225,1980-1989,f,东北
1085562794,1980-1989,f,华东
1070793077,1980-1989,f,华东
1453563652,-1979,f,华南
1841864292,1980-1989,f,西南
2675275181,1980-1989,f,华北
2726244237,1980-1989,f,华东
2312968481,1980-1989,f,西北
2216646335,1980-1989,f,西南
2608924507,1980-1989,f,华东
1840587742,1980-1989,f,华东
1794958882,1980-1989,f,华东
2598233864,1980-1989,f,东北
1287163315,1980-1989,f,华北
1217650882,1980-1989,f,华东
1408478885,1980-1989,f,华中
2341227717,1980-1989,f,西南
2776366303,1980-1989,f,华北
2188119752,1980-1989,f,西南
2389248703,1980-1989,f,华东
2844982351,1980-1989,f,华南
1954235357,1980-1989,f,华中
2928740327,1980-1989,f,华中
2435322624,1980-1989,f,华东
2664758555,1980-1989,f,华南
2342565487,1980-1989,f,华北
2649293533,1980-1989,f,华北
2185732252,1980-1989,f,华东
2800908681,1980-1989,f,华南
2690401704,1980-1989,f,华东
1894546243,1980-1989,m,东北
1903836303,1980-1989,f,西南
2016636711,1980-1989,f,华东
2871873712,1980-1989,f,华东
1661992613,1980-1989,f,华东
1575585953,1980-1989,f,华南
1669105932,1980-1989,f,华北
2271037352,1980-1989,f,华东
1586303513,1980-1989,f,华南
2608904951,1980-1989,f,西南
2352862915,1980-1989,f,西南
1729661003,1980-1989,f,华东
2008630695,1980-1989,f,华南
1099228584,1980-1989,f,华北
1663951822,1980-1989,f,西南
2323439873,1980-1989,f,华东
2357864747,1980-1989,f,华东
2504323690,1980-1989,f,西南
1764149357,1980-1989,f,华东
1862937800,1980-1989,f,华北
1863384824,1980-1989,f,华南
2871090720,1980-1989,f,华东
2005164537,1980-1989,f,华北
1843283224,1980-1989,f,西北
2111040205,1980-1989,f,华东
1936104012,1980-1989,f,华东
2397453880,1980-1989,f,华东
43465349,1980-1989,f,华东
2695649093,1980-1989,f,华北
1168728283,1980-1989,f,华东
2114808810,1980-1989,f,华南
3115400871,1980-1989,f,东北
2209946014,1980-1989,f,西南
2390180990,1980-1989,f,华北
1904432792,1980-1989,f,华北
1878959310,1980-1989,f,华南
1132999900,1980-1989,f,华北
2406291987,1980-1989,f,华北
1793183032,1980-1989,f,东北
1830503722,1980-1989,f,华东
1893837255,1980-1989,f,华北
2165315272,1980-1989,f,西南
2588741600,1980-1989,f,东北
2643118927,1980-1989,f,华北
1840998010,1980-1989,f,华北
2122094875,1980-1989,f,华南
1571288013,1980-1989,f,华北
1842306537,1980-1989,f,华东
2496513862,1980-1989,f,华东
1238650702,1980-1989,f,华北
2300132555,1980-1989,f,华北
2563939270,1980-1989,f,西南
1426331230,1980-1989,f,华南
3196373475,1980-1989,f,华东
1471289553,1980-1989,f,华北
1047273002,1980-1989,f,西南
2618662861,1980-1989,f,华南
1752296795,1980-1989,f,华东
1465193434,1980-1989,f,华南
2270123145,1980-1989,f,华东
1654128650,1980-1989,f,华南
1732032003,1980-1989,f,华中
2257391490,1980-1989,f,华北
3123671877,1980-1989,f,华东
1674829422,1980-1989,f,华南
1740559111,1980-1989,f,华东
1909030637,1980-1989,f,华南
1788769791,1980-1989,f,华北
1572441061,1980-1989,f,西南
1832712741,1980-1989,f,华东
2331382124,1980-1989,f,西南
1093130001,1980-1989,f,华北
1914984834,1980-1989,f,东北
2355697441,1980-1989,f,华东
1284130440,1980-1989,f,华北
2028512770,1980-1989,f,华东
1414323002,1980-1989,f,华北
1743137672,1980-1989,f,华东
2441862452,1980-1989,f,华中
1835461600,1980-1989,f,华东
2179286194,1980-1989,f,西南
1874033965,1980-1989,f,华南
2597538141,1980-1989,f,华东
2722968981,1980-1989,f,华东
2742564803,1980-1989,f,华北
2848088451,1980-1989,f,华北
2233005395,1980-1989,f,华东
1912226102,1980-1989,f,华东
2538612732,1980-1989,f,东北
2091581501,1980-1989,f,西南
2579453675,1980-1989,f,华南
2321559184,1980-1989,f,华东
1831711532,1980-1989,f,西南
1850504885,1980-1989,f,华南
1583431063,1980-1989,f,华南
2824976872,1980-1989,f,华东
1918100581,1980-1989,f,东北
1809045643,1980-1989,f,西南
1000056512,1980-1989,f,华中
2537618544,1980-1989,f,华南
2966297450,1980-1989,f,西南
2437604823,1980-1989,f,华北
1670881727,1980-1989,f,华南
1615566863,1980-1989,f,华东
2300420474,1980-1989,f,西南
1758162851,1980-1989,f,西南
2813641494,1980-1989,f,西南
2379178513,1980-1989,f,华东
1879061103,1980-1989,f,华南
1163165185,1980-1989,f,华东
2242908443,1980-1989,f,华东
1864350213,1980-1989,f,华中
1562655870,1980-1989,f,西北
1234275454,1980-1989,f,华北
2813715602,1980-1989,f,华东
1606033650,1980-1989,f,西南
1773322485,1980-1989,f,华南
1811358323,1980-1989,f,华北
2535883512,1980-1989,f,华东
2918978982,1980-1989,f,华北
2658395034,1980-1989,f,华北
1581595273,1980-1989,f,西南
1748047122,1980-1989,f,华东
1880070643,1980-1989,f,华北
1743152063,1980-1989,f,华南
1085504381,1980-1989,f,华北
1838113625,1980-1989,f,华南
1339581950,1980-1989,f,华东
1965713822,1980-1989,f,华东
1839518480,1980-1989,f,西南
2479855844,1980-1989,f,华中
2718272545,1980-1989,f,华东
2272614240,1980-1989,f,华东
1219978810,1980-1989,f,西南
2253677264,1980-1989,f,华东
1135270763,1980-1989,f,华中
1910940833,1980-1989,f,华东
2562694481,1980-1989,f,西北
2440572542,1980-1989,f,华东
2446564031,1980-1989,f,华北
2879829467,1980-1989,f,华南
2798122095,1980-1989,f,东北
1788499767,1980-1989,f,华南
1729674993,1980-1989,f,华南
2654046093,1980-1989,f,西南
1339466254,1980-1989,f,西北
2616699483,1980-1989,f,华南
1796607647,1980-1989,f,华北
1763745827,1980-1989,f,华东
1323618883,1980-1989,m,华北
2660985383,1980-1989,f,华北
2024932054,1980-1989,m,华东
2312754895,1980-1989,f,华东
2814227943,1980-1989,f,华北
1786018667,1980-1989,f,华南
2916238587,1980-1989,f,华东
2671234942,1980-1989,f,华东
1132523305,1980-1989,f,华东
2534892030,1980-1989,f,华南
1813872542,1980-1989,f,华东
1483114385,1980-1989,m,西南
2477862101,1980-1989,f,西南
1072778333,1980-1989,f,华东
2785917050,1980-1989,f,华北
